NAME,median_household_income,per_capita_income,population_below_poverty,poverty_universe,median_property_value,median_gross_rent,unemployed,labor_force,total_population,pop_white_alone,pop_black_alone,pop_aian_alone,pop_asian_alone,pop_nhpi_alone,pop_other_alone,pop_two_or_more_races,pop_hispanic_latino,education_universe,edu_high_school_diploma,edu_ged,edu_some_college_lt1yr,edu_some_college_gt1yr,edu_associates,edu_bachelors,edu_masters,edu_professional,edu_doctorate,state,county,tract,GEOID,poverty_rate,unemployment_rate,pct_white,pct_black,pct_asian,pct_hispanic,pct_bachelors_plus,pct_no_hs
Census Tract 8227.02; Cook County; Illinois,74801,55441,132,3193,322300,1159,46,1626,3193,1828,260,34,36,0,549,486,904,2377,528,96,107,389,213,419,292,9,0,17,031,822702,17031822702,0.0413404321954275,0.028290282902829027,0.572502348888193,0.08142812402129658,0.011274663326025681,0.2831193235202004,0.30290281867900715,0.13630626840555327
Census Tract 8228.01; Cook County; Illinois,89531,66093,147,3228,278400,1322,89,2054,3228,2293,420,0,0,0,322,193,446,2300,542,40,229,219,169,745,236,41,25,17,031,822801,17031822801,0.04553903345724907,0.0433300876338851,0.7103469640644362,0.13011152416356878,0.0,0.13816604708798016,0.45521739130434785,0.02347826086956517
Census Tract 8228.02; Cook County; Illinois,111172,43886,107,3399,296600,1703,127,1644,3400,2665,122,32,0,0,126,455,670,2413,552,21,127,353,306,488,383,0,0,17,031,822802,17031822802,0.0314798470138276,0.07725060827250609,0.7838235294117647,0.03588235294117647,0.0,0.19705882352941176,0.3609614587650228,0.07583920430998758
Census Tract 8229; Cook County; Illinois,73750,30986,278,2117,232900,1564,86,1066,2117,1333,191,0,75,0,160,358,597,1481,586,29,102,128,144,218,92,16,8,17,031,822900,17031822900,0.13131790269248939,0.08067542213883677,0.629664619744922,0.09022201228153047,0.03542749173358526,0.2820028341993387,0.22552329507089805,0.1066846725185685
Census Tract 8230.01; Cook County; Illinois,64963,24675,1599,7383,223300,1278,347,3551,7730,4008,999,0,427,0,238,2058,1200,5295,1238,125,168,1139,622,1249,77,66,143,17,031,823001,17031823001,0.2165786265745632,0.09771895240777245,0.5184993531694696,0.12923673997412677,0.055239327296248385,0.15523932729624837,0.2898961284230406,0.08838526912181299
Census Tract 8230.02; Cook County; Illinois,95852,44778,416,4532,245300,1427,32,2640,4544,3128,277,0,14,0,667,458,1180,3253,709,86,295,380,355,526,348,78,0,17,031,823002,17031823002,0.09179170344218888,0.012121212121212121,0.6883802816901409,0.06095950704225352,0.0030809859154929575,0.2596830985915493,0.2926529357516139,0.14632646787580694
Census Tract 8231.01; Cook County; Illinois,56274,29721,764,4139,201400,1219,217,2176,4139,3349,44,0,87,0,341,318,459,2821,992,119,144,476,194,354,80,0,44,17,031,823101,17031823101,0.18458564870741725,0.09972426470588236,0.8091326407344769,0.01063058709833293,0.02101956994443102,0.11089635177579125,0.16944345976604042,0.14817440623892242
Census Tract 8231.02; Cook County; Illinois,60938,30531,1013,3751,230100,1287,117,1925,3751,2336,112,0,59,0,639,605,1243,2438,873,153,132,395,179,255,64,18,0,17,031,823102,17031823102,0.2700613169821381,0.06077922077922078,0.6227672620634498,0.029858704345507865,0.01572913889629432,0.3313782991202346,0.13822805578342903,0.15135356849876946
Census Tract 8232; Cook County; Illinois,95585,43822,413,4467,260800,1450,158,2245,4494,2420,356,4,247,0,705,762,1375,3254,963,166,214,518,229,582,217,22,13,17,031,823200,17031823200,0.092455786881576,0.07037861915367483,0.5384957721406319,0.0792167334223409,0.05496217178460169,0.3059635068980863,0.256299938537185,0.10141364474492931
Census Tract 8233.02; Cook County; Illinois,56284,32759,490,5844,195600,1089,421,2953,5865,2352,1873,196,160,0,628,656,1518,4004,1147,141,548,440,580,329,325,25,93,17,031,823302,17031823302,0.0838466803559206,0.14256688113782595,0.4010230179028133,0.31935208866155157,0.027280477408354646,0.25882352941176473,0.1928071928071928,0.09390609390609395
Census Tract 8233.03; Cook County; Illinois,70732,29809,960,4463,226600,1245,124,2387,4463,2135,1029,88,12,0,522,677,1210,2800,944,106,234,511,373,298,94,0,0,17,031,823303,17031823303,0.21510194936141608,0.05194805194805195,0.47837777279856597,0.23056240197176786,0.002688774367017701,0.27111808200761817,0.14,0.08571428571428574
Census Tract 8233.04; Cook County; Illinois,51662,33493,721,5944,183700,1189,285,3172,5977,3137,1514,21,28,0,415,862,1546,4245,1042,214,503,656,459,540,151,8,0,17,031,823304,17031823304,0.12129878869448182,0.08984867591424968,0.5248452400870002,0.253304333277564,0.004684624393508449,0.25865818972728793,0.16466431095406361,0.158303886925795
Census Tract 8234; Cook County; Illinois,62515,26550,896,4962,164100,1103,336,2412,4962,1277,1494,16,47,66,1023,1039,2228,3129,817,204,224,535,189,328,139,0,0,17,031,823400,17031823400,0.18057234985892784,0.13930348258706468,0.2573559048770657,0.3010882708585248,0.00947198710197501,0.449012494961709,0.14924896132949825,0.2214765100671141
Census Tract 8235; Cook County; Illinois,72945,36211,507,4193,200500,1150,268,2196,4213,1494,971,37,0,0,889,822,1999,2824,758,143,160,478,83,637,251,9,0,17,031,823500,17031823500,0.12091581206773193,0.122040072859745,0.3546166627106575,0.23047709470685973,0.0,0.4744837408022787,0.3176345609065156,0.10800283286118983
Census Tract 8236.02; Cook County; Illinois,85351,48834,559,5554,218700,1299,236,2911,5815,4240,284,37,132,19,221,882,459,5037,1443,68,577,772,636,918,217,17,15,17,031,823602,17031823602,0.10064818149081743,0.08107179663345929,0.7291487532244196,0.04883920894239037,0.022699914015477215,0.07893379191745485,0.23168552709946397,0.07425054595989677
Census Tract 8236.03; Cook County; Illinois,54677,21427,170,1792,102100,1703,172,823,1792,373,641,0,0,0,199,579,1141,1053,261,45,30,161,186,62,50,0,0,17,031,823603,17031823603,0.09486607142857142,0.20899149453219928,0.20814732142857142,0.35770089285714285,0.0,0.63671875,0.1063627730294397,0.24501424501424507
Census Tract 8236.04; Cook County; Illinois,125263,67250,238,3459,370100,-666666666,68,1696,3459,3236,20,11,4,0,43,145,327,2509,527,25,122,328,299,716,346,49,11,17,031,823604,17031823604,0.06880601329864122,0.04009433962264151,0.9355305001445504,0.005782017924255565,0.0011564035848511131,0.09453599306157849,0.447190115583898,0.03427660422479073
Census Tract 8236.05; Cook County; Illinois,102283,46605,172,4021,333500,-666666666,43,2058,4215,3486,128,0,30,0,240,331,739,2888,513,70,285,494,214,791,313,69,20,17,031,823605,17031823605,0.04277542899776175,0.02089407191448008,0.8270462633451957,0.03036773428232503,0.0071174377224199285,0.17532621589561093,0.4130886426592798,0.041204986149584455
Census Tract 8237.02; Cook County; Illinois,69904,42422,747,6137,337300,1272,122,3499,6137,4473,781,0,135,0,303,445,886,4305,1327,82,269,536,253,669,522,29,31,17,031,823702,17031823702,0.12172071044484276,0.0348671048871106,0.7288577480853837,0.1272608766498289,0.021997718755092065,0.14437021345934495,0.2905923344947735,0.13635307781649242
Census Tract 8237.03; Cook County; Illinois,63005,31949,1426,8089,183000,1152,208,3980,8277,5867,262,108,774,0,724,542,1397,5101,1436,104,310,858,564,645,372,69,34,17,031,823703,17031823703,0.1762887872419335,0.05226130653266332,0.7088317023075994,0.03165398091095808,0.09351214208046393,0.16878095928476503,0.21956479121740835,0.13899235444030578
Census Tract 8237.04; Cook County; Illinois,99583,35482,199,4412,323100,1389,274,2303,4412,3435,0,109,207,0,232,429,772,3037,669,58,183,494,612,490,163,12,49,17,031,823704,17031823704,0.04510426110607434,0.11897524967433783,0.778558476881233,0.0,0.046917497733454216,0.17497733454215775,0.23510042805400067,0.10108659861705627
Census Tract 8237.05; Cook County; Illinois,83621,39704,320,4626,303500,1208,36,2357,4695,3497,305,41,49,0,389,414,608,3061,656,107,319,302,216,467,405,115,50,17,031,823705,17031823705,0.06917423259835712,0.015273652948663556,0.7448349307774228,0.06496272630457935,0.010436634717784877,0.12949946751863683,0.3387781770663182,0.13851682456713488
Census Tract 8238.01; Cook County; Illinois,111221,79614,358,5412,485000,2392,91,2380,5422,4177,69,0,545,0,144,487,338,4339,914,24,289,277,309,1382,495,223,109,17,031,823801,17031823801,0.06614929785661493,0.03823529411764706,0.7703799336038363,0.012725931390630763,0.10051641460715603,0.06233862043526374,0.509103480064531,0.07305830836598293
Census Tract 8238.03; Cook County; Illinois,93203,36082,491,7325,314000,1195,184,3348,7479,6643,274,17,146,0,158,241,773,5270,1794,198,249,437,456,733,322,58,92,17,031,823803,17031823803,0.06703071672354949,0.054958183990442055,0.8882203503142131,0.03663591389223158,0.019521326380532156,0.1033560636448723,0.2286527514231499,0.1766603415559772
Census Tract 8238.05; Cook County; Illinois,62647,40094,252,2744,193500,1941,35,1555,2815,2528,70,0,67,0,0,150,143,2097,622,105,170,154,209,515,203,7,30,17,031,823805,17031823805,0.09183673469387756,0.022508038585209004,0.8980461811722913,0.02486678507992895,0.023801065719360567,0.05079928952042629,0.3600381497377206,0.03910348116356699
Census Tract 8238.06; Cook County; Illinois,65431,36271,500,4041,196600,1101,160,2021,4041,3217,105,0,254,0,247,218,553,3023,1018,96,236,305,381,607,145,0,42,17,031,823806,17031823806,0.12373174956693887,0.07916872835230084,0.7960900767136847,0.025983667409057165,0.06285572878000495,0.1368473150210344,0.2626529937148528,0.06384386371154482
Census Tract 8239.01; Cook County; Illinois,113558,63876,175,3638,395500,-666666666,41,1676,3754,3037,227,0,74,0,169,247,313,3028,548,55,263,402,185,720,508,142,85,17,031,823901,17031823901,0.048103353490929084,0.024463007159904536,0.8090037293553543,0.06046883324453916,0.019712306872669155,0.0833777304208844,0.48051519154557465,0.039630118890356725
Census Tract 8239.03; Cook County; Illinois,141761,68185,122,4439,416900,3501,64,2040,4630,4082,57,27,55,0,59,350,406,3414,668,91,136,274,332,909,688,167,11,17,031,823903,17031823903,0.02748366749267853,0.03137254901960784,0.8816414686825054,0.012311015118790496,0.011879049676025918,0.0876889848812095,0.5199179847685999,0.040421792618629215
Census Tract 8239.04; Cook County; Illinois,108151,55813,206,3890,355500,1736,74,1836,3890,3465,18,0,7,0,61,339,311,2995,594,27,274,424,337,575,631,32,24,17,031,823904,17031823904,0.05295629820051414,0.04030501089324619,0.890745501285347,0.004627249357326478,0.0017994858611825194,0.07994858611825192,0.4213689482470785,0.02570951585976633
Census Tract 8240.03; Cook County; Illinois,108553,47039,103,5730,438800,1098,158,2653,5858,5224,30,0,46,0,20,538,667,4255,929,83,385,741,283,1055,562,47,40,17,031,824003,17031824003,0.017975567190226877,0.05955522050508858,0.891771935814271,0.005121201775349949,0.007852509388869921,0.11386138613861387,0.40047003525264396,0.03055229142185667
Census Tract 8240.04; Cook County; Illinois,99911,47263,484,4535,536000,719,28,2047,4827,4143,140,0,135,0,0,409,425,3431,925,74,187,438,278,632,457,169,54,17,031,824004,17031824004,0.10672546857772877,0.013678553981436248,0.858297078931013,0.0290035218562254,0.027967681789931635,0.08804640563496996,0.3823958029728942,0.06324686680268143
Census Tract 8240.05; Cook County; Illinois,150222,57679,127,5679,437600,2310,208,3237,5679,4901,0,0,323,0,167,288,385,3879,771,80,423,348,412,1041,589,62,36,17,031,824005,17031824005,0.022363092093678465,0.0642570281124498,0.8630040500088043,0.0,0.056876210600457826,0.0677936256383166,0.44547563805104406,0.030162412993039456
Census Tract 8240.06; Cook County; Illinois,157158,69790,159,6200,596800,1352,97,2882,6200,5221,183,12,108,0,17,659,606,4112,460,88,285,313,350,1317,845,163,115,17,031,824006,17031824006,0.02564516129032258,0.03365718251214434,0.8420967741935483,0.029516129032258063,0.017419354838709676,0.09774193548387097,0.5933852140077821,0.04280155642023342
Census Tract 8241.05; Cook County; Illinois,105177,49726,297,6878,371700,-666666666,66,3643,6878,5010,130,0,599,0,264,875,1481,5058,962,58,408,688,415,1114,911,159,27,17,031,824105,17031824105,0.04318115731317244,0.018116936590721933,0.7284094213434138,0.018900843268391976,0.08708927013666763,0.21532422215760397,0.43712930011862394,0.062475286674574915
Census Tract 8241.06; Cook County; Illinois,89107,47123,1009,6489,358200,1444,177,3167,6489,5546,268,82,220,0,48,325,538,4531,680,27,292,455,526,1269,727,152,33,17,031,824106,17031824106,0.15549391277546618,0.055888853804862644,0.8546771459392819,0.04130066265988596,0.033903529049160115,0.08290953922021883,0.48135069521077023,0.08165967777532557
Census Tract 8241.07; Cook County; Illinois,100273,41458,515,7681,350000,1465,223,3590,7681,5676,214,0,268,0,164,1359,2167,5082,1357,133,338,520,439,1360,486,64,50,17,031,824107,17031824107,0.0670485613852363,0.062116991643454036,0.7389662804322353,0.027860955604738967,0.03489129019658899,0.2821247233433147,0.3856749311294766,0.06591892955529322
Census Tract 8241.13; Cook County; Illinois,131023,53640,203,6183,395300,-666666666,91,3428,6183,4899,225,0,275,0,296,488,453,4462,694,51,185,495,601,1425,632,128,67,17,031,824113,17031824113,0.032831958596150734,0.026546091015169197,0.7923338185346919,0.036390101892285295,0.044476791201682034,0.0732654051431344,0.5047064096817571,0.04123711340206182
Census Tract 8241.14; Cook County; Illinois,140000,62863,369,5550,408900,2883,87,2905,5550,4483,61,0,712,0,0,294,239,3728,521,34,148,280,434,1275,682,119,93,17,031,824114,17031824114,0.06648648648648649,0.029948364888123923,0.8077477477477477,0.010990990990990991,0.12828828828828828,0.04306306306306306,0.58181330472103,0.03809012875536477
Census Tract 8241.15; Cook County; Illinois,68179,38693,248,3712,269500,1555,50,1923,3897,3321,104,6,261,0,0,205,221,2905,629,36,255,433,187,647,372,46,28,17,031,824115,17031824115,0.0668103448275862,0.026001040041601663,0.8521939953810623,0.0266871952784193,0.06697459584295612,0.05671028996664101,0.37624784853700516,0.09363166953528401
Census Tract 8241.16; Cook County; Illinois,79613,54098,531,5197,334500,1421,224,2944,5197,3621,356,0,499,0,86,635,941,3716,502,27,176,385,531,966,474,90,151,17,031,824116,17031824116,0.10217433134500674,0.07608695652173914,0.6967481239176448,0.06850105830286704,0.09601693284587262,0.1810659996151626,0.4523681377825619,0.11141011840688908
Census Tract 8241.19; Cook County; Illinois,110338,55503,126,5172,421000,-666666666,79,2606,5172,4554,286,0,215,0,0,117,47,3953,716,15,289,452,532,1219,483,53,120,17,031,824119,17031824119,0.024361948955916472,0.030314658480429777,0.8805104408352669,0.05529775715390565,0.04156999226604795,0.00908739365815932,0.4743232987604351,0.018719959524411856
Census Tract 8241.21; Cook County; Illinois,89792,42019,193,3135,283400,2267,110,1588,3146,2712,35,0,29,99,78,193,273,2203,521,61,193,182,263,636,150,59,0,17,031,824121,17031824121,0.06156299840510367,0.06926952141057935,0.8620470438652257,0.01112523839796567,0.009218054672600126,0.08677685950413223,0.38356786200635495,0.06264185201997274
Census Tract 8241.22; Cook County; Illinois,150388,72516,263,5814,375900,-666666666,175,3031,5830,4174,256,2,554,0,372,472,778,4490,1057,81,263,551,678,972,637,128,24,17,031,824122,17031824122,0.04523563811489508,0.057736720554272515,0.7159519725557462,0.043910806174957115,0.09502572898799314,0.13344768439108062,0.39220489977728284,0.022048997772828538
Census Tract 8241.23; Cook County; Illinois,101714,43674,117,7521,279500,1769,273,3946,7581,5245,622,0,289,0,125,1300,1110,4910,1092,121,529,974,462,827,448,33,108,17,031,824123,17031824123,0.015556441962504986,0.0691839837810441,0.691861232027437,0.08204722332146155,0.03812161983907136,0.14641867827463395,0.2883910386965377,0.0643584521384929
Census Tract 8241.24; Cook County; Illinois,92098,42583,440,3023,307700,1275,145,1725,3064,1881,440,0,242,0,69,432,371,2228,667,9,218,252,121,486,324,64,25,17,031,824124,17031824124,0.14555077737347005,0.08405797101449275,0.6139033942558747,0.14360313315926893,0.07898172323759792,0.12108355091383811,0.4035008976660682,0.027827648114901238
Census Tract 8241.25; Cook County; Illinois,121991,42214,137,4247,279000,2705,141,2478,4247,3696,76,0,45,0,160,270,467,3017,642,164,435,373,440,649,203,22,12,17,031,824125,17031824125,0.03225806451612903,0.05690072639225181,0.8702613609606781,0.01789498469507888,0.010595714622086179,0.109959971744761,0.2936692078223401,0.025522041763341052
Census Tract 8241.26; Cook County; Illinois,166333,60708,414,5690,390600,-666666666,195,3316,5690,4977,158,7,260,0,41,247,237,3930,888,144,120,393,545,1093,513,31,104,17,031,824126,17031824126,0.07275922671353251,0.058805790108564536,0.8746924428822496,0.027768014059753956,0.04569420035149385,0.04165202108963093,0.4430025445292621,0.02519083969465652
Census Tract 8241.27; Cook County; Illinois,100313,47218,164,3883,335000,-666666666,113,1980,3893,3559,105,0,58,0,106,65,151,2899,759,46,161,372,442,596,295,142,10,17,031,824127,17031824127,0.04223538501158898,0.05707070707070707,0.914204983303365,0.02697148728487028,0.014898535833547394,0.03878756742871821,0.3597792342186961,0.02621593652983789
Census Tract 8241.28; Cook County; Illinois,99744,51884,156,4283,430000,637,118,2058,4283,3557,247,0,197,0,69,213,165,3281,684,49,340,339,275,804,352,170,138,17,031,824128,17031824128,0.03642306794303059,0.057337220602526724,0.8304926453420499,0.057669857576465096,0.045995797338314263,0.03852439878589774,0.44620542517525147,0.03962206644315758
Census Tract 8241.29; Cook County; Illinois,115625,60791,89,3843,410400,2597,91,1975,4000,3191,165,0,242,0,51,351,318,3032,496,55,268,261,182,824,452,157,98,17,031,824129,17031824129,0.023158990372105125,0.04607594936708861,0.79775,0.04125,0.0605,0.0795,0.5049472295514512,0.07882585751978888
Census Tract 8243; Cook County; Illinois,49632,26886,1180,4015,146700,1500,327,1942,4123,261,3302,26,46,0,375,113,390,2698,905,110,141,475,182,308,74,13,46,17,031,824300,17031824300,0.29389788293897884,0.16838311019567456,0.06330341983992238,0.8008731506184816,0.011156924569488236,0.09459131700218287,0.16345441067457375,0.1645663454410674
